id,name,catalog_type,catalog_label,quality,territory_id,territory_name,territory_role,claim_nairacoin,lat,lon,image,wikimedia_commons,mapillary,wikipedia
n_2455133346,Ministry Of Health,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.444959,7.489869,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9e9639d0-201f-4cd3-82c0-968654a72488%5D%2FPOI_Picture1,,,
n_2455133347,Ministry of information head quarters,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.444136,7.48827,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A26f3a237-4957-42b6-a9e9-75ca53d9d347%5D%2FPOI_Picture1,,,
n_2455133348,Ministry of land & urban development,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.445819,7.488613,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9de508d2-cdb8-4032-b4ce-722dff121154%5D%2FPOI_Picture1,,,
n_2455133349,Ministry of transport,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.456365,7.495487,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A528d0c6d-5082-4f30-b51b-803d0f842243%5D%2FPOI_Picture1,,,
n_2455133350,Ministry of works & infrastructure headquarters,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4471172,7.4821989,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae7e62344-d678-4de2-ac9d-fa56cd748709%5D%2FPOI_Picture1,,,
n_2455133351,NITEL,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.446169,7.486125,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Afea8e4f9-7092-47f8-9b72-4aafbc20b985%5D%2FPOI_Picture1,,,
n_2455133352,National Agency For Prohibition Of Traffic In Persons,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.464425,7.492148,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3ec18e82-965c-466c-8f7e-63c7488e2962%5D%2FPOI_Picture1,,,
n_2455133353,National Archives,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.445641,7.489467,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A1fdd10cd-6bd5-4ffc-ad72-7b9e993e0cab%5D%2FPOI_Picture1,,,
n_2455133354,National Centre For Technology Management,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.448413,7.489455,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9f8c427d-5f46-4e9e-bd74-40b6a9f8df5e%5D%2FPOI_Picture1,,,
n_2455133355,National Industrial Court,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.455583,7.48974,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A6ac27e07-795a-4705-b975-99165996ff5f%5D%2FPOI_Picture1,,,
n_2455133356,National Integrated Power Project,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4548107,7.4980875,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A87a57166-7bce-4d42-b6e9-020aa568b6db%5D%2FPOI_Picture1,,,
n_2455133357,National Productivity Center,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.456558,7.492878,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4e319f13-cbda-4542-9d91-0827fd0cc99e%5D%2FPOI_Picture1,,,
n_2455133359,Neuro Spinal Clinic,hospital,Hospital,B,unclaimed,Unclaimed area,unclaimed,24,6.460941,7.479773,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Abda13a72-6d56-45f8-bf92-589ef0ce5cf5%5D%2FPOI_Picture1,,,
n_2455133360,Niger Optical (Eye Clinic),shop,Shop,B,unclaimed,Unclaimed area,unclaimed,42,6.482949,7.516629,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Abd16e2fa-1e11-4df1-b12a-5de4603e521f%5D%2FPOI_Picture1,,,
n_2455133361,Nigerian erosion & watershed management project,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.447235,7.481866,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab17aa216-927e-4556-a4a0-a503a7f1f921%5D%2FPOI_Picture1,,,
n_2455133362,Ntasi Obi Ndi No Naafufu Specialist Hospital,hospital,Hospital,B,trans_ekulu,Trans-Ekulu,unclaimed,24,6.476539,7.50139,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa3343c52-9208-478b-8a99-ba68d2770aef%5D%2FPOI_Picture1,,,
n_2455133382,Office of the governor servicom & & performance improvement bureau,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.44533,7.487611,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2f72ca7f-f8cb-440e-835d-16c7fc0d6202%5D%2FPOI_Picture1,,,
n_2455133383,Oosa Herbal International,shop,Shop,B,trans_ekulu,Trans-Ekulu,unclaimed,42,6.4774414,7.5033186,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5db94c64-b37f-4cf0-a991-f050db393c50%5D%2FPOI_Picture1,,,
n_2455133384,PDP South East Zonal Headquarters,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4582196,7.495884,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7a59d579-96f0-4e9d-b28f-8f6fcd01d635%5D%2FPOI_Picture1,,,
n_2455133386,Pharmacists council of Nigeria,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.443834,7.489287,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A7dc57cc0-9276-424b-bb6b-eaa20fdf89fe%5D%2FPOI_Picture1,,,
n_2455133387,"Pharmacy Dept, Enugu State University Teaching Hospital",school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.461387,7.49381,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae864992d-9028-4ca2-87ce-dd7dda1d8475%5D%2FPOI_Picture1,,,
n_2455133390,Planet Medical Centre,pharmacy,Pharmacy,B,unclaimed,Unclaimed area,unclaimed,36,6.479049,7.516834,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A74bd4f43-fbaf-4fd4-9098-0e61c0e32f0d%5D%2FPOI_Picture1,,,
n_2455133393,Prima Schools,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.46983,7.504187,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A32958ef6-cd77-448f-8ea4-bdd61adedc16%5D%2FPOI_Picture1,,,
n_2455133395,Proposed enugu state secretariat complex,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.445278,7.484596,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acbadb8e3-a515-4510-864f-4c5512d0bfe7%5D%2FPOI_Picture1,,,
n_2455133397,Provision Shop,market,Market,B,unclaimed,Unclaimed area,unclaimed,60,6.465918,7.59559,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A30ccdab5-c27b-41b3-a2ef-80aa6dfb68c1%5D%2FPOI_Picture1,,,
n_2455133400,Railway office,civic,Civic,B,ogui,Ogui,unclaimed,36,6.448707,7.500494,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A6b08d1b6-0408-4581-99b4-5bc2bd20200a%5D%2FPOI_Picture1,,,
n_2455133401,Renhoks Pharmaceuticals Ltd,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.462298,7.498621,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A507d24d5-23c7-4d3e-81d9-b82abdb9fd3c%5D%2FPOI_Picture1,,,
n_2455133402,River Side Nursery & Primary School,school,School,B,abakpa,Abakpa,playable_faction,20,6.480415,7.520734,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae6ef03f4-750a-4825-bca7-edd12193b7f4%5D%2FPOI_Picture1,,,
n_2455133403,SARS Zone,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.460924,7.476421,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ad0d94456-18d9-43c2-b51b-14bcf2ae7b15%5D%2FPOI_Picture1,,,
n_2455133405,Spart & Paths(DFID),civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.447818,7.489264,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Afaa206b7-b0ec-4cca-8a80-d9119f33792b%5D%2FPOI_Picture1,,,
n_2455133407,St Leo The Great Nursery & Primary School,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.480021,7.507836,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A9bdd3d65-da19-4534-a131-5b833b38d506%5D%2FPOI_Picture1,,,
n_2455133410,Stambic IBTC Bank,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4451,7.490813,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A8c4fa673-58ad-4613-878d-c3da43243612%5D%2FPOI_Picture1,,,
n_2455133411,Stanbic IBTC Bank Plc,atm,ATM,B,unclaimed,Unclaimed area,unclaimed,0,6.459337,7.495592,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ac3e5a866-a47e-4432-bb30-1ccbe0fbc83a%5D%2FPOI_Picture1,,,
n_2455133412,Stanbic IBTC Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.447137,7.489525,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Af588e38e-2427-471e-bc65-b0a83c75b8b2%5D%2FPOI_Picture1,,,
n_2455133413,State treasury house,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.445098,7.487171,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ab1986e71-4f75-4a9e-9f78-35b83844fad0%5D%2FPOI_Picture1,,,
n_2455133414,Summieville Cottage,hotel,Hotel,B,thinkers_corner,Thinkers Corner,unclaimed,36,6.473041,7.522565,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A0c13ffad-92ec-47a8-925e-87eaa33b6961%5D%2FPOI_Picture1,,,
n_2455133415,Sunshine Crèche,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.447395,7.488415,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3ca67724-b392-43b5-85c8-733b964a00c5%5D%2FPOI_Picture1,,,
n_2455133416,Sure mercies eye clinic & services,hospital,Hospital,B,unclaimed,Unclaimed area,unclaimed,24,6.45038,7.493085,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A8d1f4577-ebc0-4e56-a152-ad9d93aa41e4%5D%2FPOI_Picture1,,,
n_2455133418,Tamara Guest Inn,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.461007,7.481726,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A4719a753-830b-4720-a279-e8ad63e2cc47%5D%2FPOI_Picture1,,,
n_2455133419,The Courtyard Hotels & Resorts,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.455529,7.487704,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A6f7f5168-9f83-4f65-a806-cf422caaa1e4%5D%2FPOI_Picture1,,,
n_2455133420,The PDP Presidential Champaign South East Zonal Headquarter,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.46044,7.509881,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A276d4325-98f2-499d-88ae-126639f1bb60%5D%2FPOI_Picture1,,,
n_2455133421,The coal city gardens,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.447507,7.489062,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A09e59ed9-b45c-4841-b73e-e461a8fac7bb%5D%2FPOI_Picture1,,,
n_2455133439,Top 10 International Hotel,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.462775,7.477306,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A884edf90-e0ce-4b90-88f1-5e7859c82cd6%5D%2FPOI_Picture1,,,
n_2455133441,Trans Ekulu Girls Secondary School,school,School,B,trans_ekulu,Trans-Ekulu,unclaimed,24,6.476649,7.501828,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ad8462692-6a2c-4df0-89c8-b3b077392558%5D%2FPOI_Picture1,,,
n_2455133442,Trans Ekulu Primary School,school,School,B,trans_ekulu,Trans-Ekulu,unclaimed,24,6.4762499,7.495381,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Af99135ae-6448-4c42-9194-31455ccdbabb%5D%2FPOI_Picture1,,,
n_2455133444,Union Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.445506,7.490557,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaa05fded-52b8-4b8a-878a-971b234c6a9f%5D%2FPOI_Picture1,,,
n_2455133721,Union Bank,bank,Bank,B,ogbete,Ogbete,prize_zone,0,6.438163,7.485022,,,,
n_2455133734,Union Bank,bank,Bank,B,ogui,Ogui,unclaimed,0,6.439144,7.493999,,,,
n_2455133445,United palm products limited,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.44641,7.483411,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A62acf2a1-0790-4236-beaa-3bded90d589d%5D%2FPOI_Picture1,,,
n_2455133457,Universal basic education commission,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.447128,7.482193,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ac60b2fc3-448c-448d-b9ff-5a3925a3eb8e%5D%2FPOI_Picture1,,,
n_2455133465,Veronica Suite,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.464697,7.497845,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aa4d22269-c669-4b7d-9058-8c467a702db6%5D%2FPOI_Picture1,,,
n_2455133474,Victoria Gardens Hotel Limited,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.459907,7.489305,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A29b36ace-055f-4b84-a016-be79ac85c9fe%5D%2FPOI_Picture1,,,
n_2455133482,Victory Plaza,market,Market,B,trans_ekulu,Trans-Ekulu,unclaimed,60,6.479254,7.503113,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3c097d2-0e33-4e63-8d73-3ab68be71f50%5D%2FPOI_Picture1,,,
n_2455133483,Water Works,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.451433,7.476037,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Acaf90f98-9bb8-42ed-a594-1634011c2a59%5D%2FPOI_Picture1,,,
n_2455133484,White Hall Medical Centre,pharmacy,Pharmacy,B,unclaimed,Unclaimed area,unclaimed,36,6.450652,7.485499,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A3e03256c-921e-4fd1-9ea4-7467e1e38a24%5D%2FPOI_Picture1,,,
n_2455133485,Winsophia Child Friendly,school,School,B,abakpa,Abakpa,playable_faction,20,6.482994,7.52245,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A96ecc298-26d5-4338-a5a5-3454df977b85%5D%2FPOI_Picture1,,,
n_2455133487,New Topic Guest House,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.398478,7.507163,,,,
n_2455133488,Ndiagu Amechi Uwani Health Center,hospital,Hospital,B,unclaimed,Unclaimed area,unclaimed,24,6.407998,7.531527,,,,
n_2455133489,Ugwuaji Quest House Enugu,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.412843,7.534622,,,,
n_2455133490,Greater Tomorrow International School (Nur & Pri),school,School,B,uwani,Uwani,unclaimed,24,6.4134409,7.4961329,,,,
n_2455133491,Chinwe Memorial Clinic,hospital,Hospital,B,unclaimed,Unclaimed area,unclaimed,24,6.4134272,7.5442724,,,,
n_2455133492,Voyage Bay Guest House,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.413652,7.52932,,,,
n_2455133493,May Blossom High School,school,School,B,uwani,Uwani,unclaimed,24,6.413662,7.502434,,,,
n_2455133494,Anndy Model School,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.413759,7.493559,,,,
n_2455133496,Gab Oforma Agbo & Co (Ebulike Chambers),civic,Civic,B,uwani,Uwani,unclaimed,36,6.414603,7.495197,,,,
n_2455133497,Child Labour & Abuse Prevention Project,civic,Civic,B,uwani,Uwani,unclaimed,36,6.414614,7.495136,,,,
n_2455133499,Board Of Internal Revenue Motor Licensing Office,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.41521,7.504818,,,,
n_2455133503,Emmanuel Foundation International,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.416616,7.493618,,,,
n_2455133506,Diamond Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.417211,7.491859,,,,
n_2455133609,Diamond Bank,bank,Bank,B,coal_camp,Coal Camp,playable_faction,0,6.431093000000001,7.4808225,,,,
n_2455133751,Diamond Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.44053,7.5064174999999995,,,,
n_2455133772,Diamond Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.441946,7.489643,,,,
n_2455133510,Missuori Hotels,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.417555,7.509718,,,,
n_2455133511,Missouri Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.417598,7.509589,,,,
n_2455133513,Madonna Daycare Center,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.417746,7.491049,,,,
n_2455133514,Cosy Hotel,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.417798,7.490654,,,,
n_2455133515,Happy Hours,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.4179325,7.5106695000000006,,,,
n_2455133517,Dutchy Properties Limited,civic,Civic,B,uwani,Uwani,unclaimed,36,6.4199406,7.4912753,,,,
n_2455133518,Viva Healthfoo Shop & Dietetic Clinic,hospital,Hospital,B,uwani,Uwani,unclaimed,24,6.418407,7.494977,,,,
n_2455133520,Okenwa International Driving Training School,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.419036,7.488044,,,,
n_2455133522,Methodist College,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.419208,7.487365,,,,
n_2455133523,"Happy Time Crèche, Nursery & Primary School",school,School,B,uwani,Uwani,unclaimed,24,6.419481,7.492346,,,,
n_2455133524,Enugu Guest House,hotel,Hotel,B,uwani,Uwani,unclaimed,36,6.419531,7.493545,,,,
n_2455133525,Ecobank,hotel,Hotel,B,uwani,Uwani,unclaimed,36,6.420065,7.497252,,,,
n_2455133526,Mac Royal Hotel Limited,hotel,Hotel,B,uwani,Uwani,unclaimed,36,6.4202693,7.4923488,,,,
n_2455133527,Baptist High School,school,School,B,uwani,Uwani,unclaimed,24,6.421559,7.492255,,,,
n_2455133528,Nigeria Muslim Coppers Association of Nigeria,civic,Civic,B,uwani,Uwani,unclaimed,36,6.421805,7.49396,,,,
n_2455133530,Sacred Heart Primary & Secondary School,school,School,B,uwani,Uwani,unclaimed,24,6.421991,7.489037,,,,
n_2455133532,Enugu State Water Corporation Complaint & Fault Report Center,civic,Civic,B,uwani,Uwani,unclaimed,36,6.422478,7.493288,,,,
n_2455133533,City Park Luxury Hotel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.4224748,7.5185718,,,,
n_2455133538,Igbo Youth Association Of Nigeria,civic,Civic,B,uwani,Uwani,unclaimed,36,6.423591,7.488757,,,,
n_2455133539,Uzoho Pharmacy Nig Limited,civic,Civic,B,uwani,Uwani,unclaimed,36,6.423683,7.488642,,,,
n_2455133540,Good Shepherd Micro Finance Bank,bank,Bank,B,uwani,Uwani,unclaimed,0,6.423793,7.49706,,,,
n_2455133541,Keystone Bank,bank,Bank,B,uwani,Uwani,unclaimed,0,6.423843,7.488888,,,,
n_2455133543,Government Secondary School For The Deaf,school,School,B,coal_camp,Coal Camp,playable_faction,20,6.424389,7.476417,,,,
n_2455133546,Moonlight Clinic & Maternity,hospital,Hospital,B,coal_camp,Coal Camp,playable_faction,20,6.4244511,7.4796454,,,,
n_2455133547,International Institute For Entrepreneurship & Development,school,School,B,uwani,Uwani,unclaimed,24,6.424658,7.489773,,,,
n_2455133548,Enugu South LGA Headquarters,civic,Civic,B,uwani,Uwani,unclaimed,36,6.424941,7.49227,,,,
n_2455133550,Consumer Protection Council,civic,Civic,B,uwani,Uwani,unclaimed,36,6.425074,7.492317,,,,
n_2455133552,Zenith Bank,bank,Bank,B,uwani,Uwani,unclaimed,0,6.425126,7.490481,,,,
n_2460131405,Zenith Bank,bank,Bank,B,independence_layout,Independence Layout,playable_faction,0,6.441007,7.508713,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A50f83172-c520-4cba-b7c4-761918130496%5D%2FPOI_Picture1,,,
n_8753341670,Zenith Bank,bank,Bank,B,new_haven,New Haven,unclaimed,0,6.4571884,7.5304675,,,,
