id,name,catalog_type,catalog_label,quality,territory_id,territory_name,territory_role,claim_nairacoin,lat,lon,image,wikimedia_commons,mapillary,wikipedia
n_2492315229,Gardenia Guest House,food,Food,B,ogui,Ogui,unclaimed,48,6.4457704,7.4987015,,,,
n_2492315499,Spar,shop,Shop,B,independence_layout,Independence Layout,playable_faction,35,6.436776,7.513594,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A5e5282e3-eb9a-4981-8ed0-b2177095b552%5D%2FPOI_Picture1,,,
n_2492315803,NECO Zonal Office,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.432783,7.516284,https://enugupoi.appspot.com/view/binaryData?blobKey=build_POI-Picture-Form_1374250655%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ad890758f-7242-4535-9578-1e271bd99def%5D%2FPOI_Picture1,,,
n_2492316934,Parkview Montessori School Enugu,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.4592052,7.4940894,,,,
n_2492349907,KIngdom Hall of Jehovah's Witnesses,worship,Worship,B,unclaimed,Unclaimed area,unclaimed,30,6.483939,7.4784842,,,,
n_2728365916,African Princess Resort,food,Food,B,new_haven,New Haven,unclaimed,48,6.4610031,7.5306974,,,,
n_2728367699,Amazon Hotel,food,Food,B,ogui,Ogui,unclaimed,48,6.4527749,7.5021555,,,,
n_2728370040,Ascot Hotel Resort,food,Food,B,new_haven,New Haven,unclaimed,48,6.4610767,7.5337215,,,,
n_2728374198,Access Bank2,bank,Bank,B,abakpa,Abakpa,playable_faction,0,6.4852424,7.5161188,,,,
n_2728400400,Nike Lake Resort Hotel,food,Food,B,unclaimed,Unclaimed area,unclaimed,48,6.5104799,7.5133143,,,,
n_2815429094,NABTEB South East Zonal Office,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.4366556,7.5043596,,,,
n_4440329790,Edidas Guests House,hotel,Hotel,B,uwani,Uwani,unclaimed,36,6.4124401,7.5016313,,,,
n_4440451190,Konigin Des Fredens College,school,School,B,uwani,Uwani,unclaimed,24,6.4134811,7.5023965,,,,
n_4440476590,Maryland Police Post,civic,Civic,B,independence_layout,Independence Layout,playable_faction,30,6.4174437,7.5096079,,,,
n_4440481189,Oando Filling Station,fuel,Fuel station,B,independence_layout,Independence Layout,playable_faction,20,6.4177243,7.5104482,,,,
n_4440481289,Anchor Filling Station,fuel,Fuel station,B,unclaimed,Unclaimed area,unclaimed,24,6.4280845,7.4936604,,,,
n_4440481389,Mobil Filling Station,fuel,Fuel station,B,unclaimed,Unclaimed area,unclaimed,24,6.428222,7.493806,,,,
n_4440534790,Ecobank Plc,bank,Bank,B,uwani,Uwani,unclaimed,0,6.4165496,7.4941772,,,,
n_4592363904,Aguagwa,landmark,Landmark,B,coal_camp,Coal Camp,playable_faction,50,6.415742,7.4807023,,,,
n_4593001813,Ukondioma Electrical,shop,Shop,B,unclaimed,Unclaimed area,unclaimed,42,6.4197589,7.4834372,,,,
n_4607342591,ZION HILL,landmark,Landmark,B,unclaimed,Unclaimed area,unclaimed,60,6.4089579,7.4776168,,,,
n_5268873490,"University of Nigeria,Enugu Campus UNEC",school,School,B,independence_layout,Independence Layout,playable_faction,20,6.4234846,7.5074935,,,,
w_1421633156,University of Nigeria Enugu Campus (UNEC),school,School,B,independence_layout,Independence Layout,playable_faction,20,6.4232556,7.5045338,,,,
n_5272365692,Twinnies Super Mart,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4582814,7.5323646,,,,
n_5275462823,Lady eudorah ibiam hostel,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.4257896,7.5083986,,,,
n_5766476645,UNGEL UNEC,food,Food,B,independence_layout,Independence Layout,playable_faction,40,6.4246212499999995,7.5063051000000005,,,,
n_5768444610,Victory Ground UNEC,worship,Worship,B,independence_layout,Independence Layout,playable_faction,25,6.4266986,7.5043101,,,,
n_5768474619,MANUAH BUSTOP,transit,Transit,B,independence_layout,Independence Layout,playable_faction,15,6.4250627,7.5076453,,,,
n_5896088234,Dr Nnnamdi Azikiwe Statue,landmark,Landmark,B,independence_layout,Independence Layout,playable_faction,50,6.4250485,7.5045591,,,,
n_5896090405,Statue of Harmony,landmark,Landmark,B,independence_layout,Independence Layout,playable_faction,50,6.425277,7.5040503,,,,
n_6685600511,Independence Layout Sec. School,school,School,B,independence_layout,Independence Layout,playable_faction,20,6.4329787,7.5224747,,,,
n_6724338501,Glorious Power Assembly,worship,Worship,B,unclaimed,Unclaimed area,unclaimed,30,6.4162808,7.4937708,,,,
n_7029846770,Makesense Alex Car AC Mechanic,shop,Shop,B,ogui,Ogui,unclaimed,42,6.4401263,7.4987201,,,,
n_7826007897,Prudent Child First School,school,School,B,unclaimed,Unclaimed area,unclaimed,24,6.4675307,7.4914983,,,,
n_8349145218,Udemelicious House,hotel,Hotel,B,independence_layout,Independence Layout,playable_faction,30,6.436972,7.506958,,,,
n_8573594310,Chrislaug Showroom,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4350679,7.4943573,,,,
n_8573595162,Central Methodists Church,worship,Worship,B,ogui,Ogui,unclaimed,30,6.4367705,7.4949445,,,,
n_8573612202,Mountain of Fire and Miracle Ministries,worship,Worship,B,ogui,Ogui,unclaimed,30,6.4365962,7.4949765,,,,
n_8573614685,Sabros International Biz,shop,Shop,B,unclaimed,Unclaimed area,unclaimed,42,6.4355847,7.4949048,,,,
n_8573629988,De-Ultimate Furniture,shop,Shop,B,unclaimed,Unclaimed area,unclaimed,42,6.4347365,7.4947806,,,,
n_8573630441,Total,fuel,Fuel station,B,unclaimed,Unclaimed area,unclaimed,24,6.434404,7.4946376,,,,
n_8577461770,Enugwu Abor Street Enugu,shop,Shop,B,trans_ekulu,Trans-Ekulu,unclaimed,42,6.4822596,7.4996119,,,,
n_8625818163,NGWO PARK UWANI ENUGU,park,Park,B,uwani,Uwani,unclaimed,24,6.4224172,7.4903715,,,,
n_8634538118,MCAN LODGE,hotel,Hotel,B,uwani,Uwani,unclaimed,36,6.4211968,7.4936126,,,,
n_8752842869,Autostar Travelers and Tourism,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4610443,7.5088213,,,,
n_8752844313,Juhel Filing Station,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4608841,7.5092893,,,,
n_8752849616,Gorgik Hotels and Suites,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.4600792,7.5083829,,,,
n_8752853772,Green Bank Microfinance Bank,bank,Bank,B,unclaimed,Unclaimed area,unclaimed,0,6.4609818,7.5086444,,,,
n_8752862973,Fore Trust Digitat Canter/Enugu,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4612553,7.5101859,,,,
n_8752864734,The Hometown Bar and Restaurant,food,Food,B,unclaimed,Unclaimed area,unclaimed,48,6.4602159,7.5076514,,,,
n_8752865054,new Berries Park,park,Park,B,unclaimed,Unclaimed area,unclaimed,24,6.4611244,7.5086208,,,,
n_8754485318,New Berries Park,park,Park,B,unclaimed,Unclaimed area,unclaimed,24,6.4618538,7.5091727,,,,
n_8752865904,Golf Gardens,food,Food,B,unclaimed,Unclaimed area,unclaimed,48,6.4604308,7.5084143,,,,
n_8752871370,Centurion Tech Hub,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4596903,7.5113125,,,,
n_8752872118,The Edge Guest house,hotel,Hotel,B,unclaimed,Unclaimed area,unclaimed,36,6.4606985,7.5083789,,,,
n_8752872914,Ogui Junction Bus-Stop,transit,Transit,B,unclaimed,Unclaimed area,unclaimed,18,6.4614683,7.5105516,,,,
n_8752874011,Access Closa Agent - OGBONNA,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4614507,7.5078815,,,,
n_8752874419,The Redeemed Christian church,worship,Worship,B,unclaimed,Unclaimed area,unclaimed,30,6.460929,7.5074017,,,,
n_8752874422,Village Kitchen,food,Food,B,unclaimed,Unclaimed area,unclaimed,48,6.4603722,7.5069515,,,,
n_8752875106,Mouka Foam,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4597051,7.5132305,,,,
n_8752875113,DOT3 Health n Fitness Center,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4596396,7.5133417,,,,
n_8752876909,Firstmonie Agent - ENE,civic,Civic,B,unclaimed,Unclaimed area,unclaimed,36,6.4619958,7.5120125,,,,
n_8752877164,Dallas Communication Ltd,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4597001,7.5103786,,,,
n_8752877496,AkeemBaba Gsm & Computer,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4595263,7.5100797,,,,
n_8752879709,Rowlex Computers,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4593895,7.5109999,,,,
n_8752882990,Sunny Best,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4594813,7.5104749,,,,
n_8752883145,Dandon Global,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4592977,7.5109665,,,,
n_8752885188,Golden Bowl,food,Food,B,unclaimed,Unclaimed area,unclaimed,48,6.4618981,7.5107502,,,,
n_8752886232,Franklin Chiaha,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.459706,7.5100679,,,,
n_8752894498,Hendsoft Global Services,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4594794,7.5105438,,,,
n_8752900797,UGBA Plaza,food,Food,B,new_haven,New Haven,unclaimed,48,6.4576907,7.5131613,,,,
n_8752900954,Do 4 Love Boutique,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4597334,7.5109409,,,,
n_8752901794,PhoneMagics,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4597196,7.5108367,,,,
n_8752903570,Ijegold Fashion World,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4597015,7.512954,,,,
n_8752903587,De-Choice Communication,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4583618,7.5142776,,,,
n_8752904419,Genesis,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4597177,7.5103117,,,,
n_8752914429,Ekel Finery,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4596943,7.5116016,,,,
n_8752919284,Cee House Collection,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4595287,7.5115633,,,,
n_8752921536,Tunder Tailor,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4596923,7.5120715,,,,
n_8752929157,Devine D Communication,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4594969,7.5116291,,,,
n_8752929461,Janise Collection,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4597177,7.5117078,,,,
n_8752943982,Hanacy Stores and Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4597001,7.5134243,,,,
n_8752944126,Sonice Beauty World,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.458946,7.5139433,,,,
n_8752944783,Evelton Models & Fashion,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4590463,7.5134945,,,,
n_8752945574,Red-Wrappings Nig,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.458268,7.5137271,,,,
n_8752947337,Sydok,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.458158,7.5133306,,,,
n_8752948278,Mummy's Choice,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4583342,7.5133181,,,,
n_8752950707,St. Callistus Chatolic Church,worship,Worship,B,new_haven,New Haven,unclaimed,30,6.4583507,7.5126658,,,,
n_8752955427,Forddz Blison Nigeria Limited,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4586354,7.5135639,,,,
n_8752957843,Open Sharaton,food,Food,B,new_haven,New Haven,unclaimed,48,6.4582798,7.5129779,,,,
n_8752958432,The Good Wine,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4582954,7.5139178,,,,
n_8752959339,Doronize,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4586764,7.5143425,,,,
n_8752959340,Glamopur Bridals,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4580981,7.5129327,,,,
n_8752962669,Littleones Boutique,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4575979,7.5143807,,,,
n_8752976472,Beauty Blend,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4577217,7.5131863,,,,
n_8752980531,Continental Store,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4581352,7.5130743,,,,
n_8752997536,Pcou Engineering and Info-Tech Services Intl,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4577861,7.5136439,,,,
n_8752997542,Chukky Clothing,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4578557,7.5141109,,,,
n_8753000672,Firstmonie Agent-Ezeoma,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4578411,7.5138378,,,,
n_8753021401,Assenblies of god church,worship,Worship,B,new_haven,New Haven,unclaimed,30,6.4578996,7.5143211,,,,
n_8753036775,HYX Properties,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4574871,7.514334,,,,
n_8753037505,Octopus Taxi Enugu,transit,Transit,B,new_haven,New Haven,unclaimed,18,6.4574897,7.5144793,,,,
n_8753037922,Clara Beauty Salon,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.457304,7.5134441,,,,
n_8753039784,Wines & Spirit,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4581737,7.516156,,,,
n_8753045109,San Frankin Outfit,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4585544,7.5171023,,,,
n_8753048388,Jifun Investments,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4570798,7.5144793,,,,
n_8753056757,First Bank - Enugu New Haven Branch,bank,Bank,B,new_haven,New Haven,unclaimed,0,6.4579588,7.5145701,,,,
n_8753056906,Lovik,food,Food,B,new_haven,New Haven,unclaimed,48,6.4582063,7.5158725,,,,
n_8753070715,Frank Supermarket,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4581986,7.5167962,,,,
n_8753071290,Firstmonie Agent - NDUBUSI,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4579373,7.514617,,,,
n_8753071291,Lizzy Fish Shop,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4579818,7.514784,,,,
n_8753071505,Ntachi osa,food,Food,B,new_haven,New Haven,unclaimed,48,6.458671649999999,7.5196228000000005,,,,
n_8753233091,Ntachi-Osa,food,Food,B,new_haven,New Haven,unclaimed,48,6.4585389,7.5228879,,,,
n_10543701167,Ntachi Osa,food,Food,B,independence_layout,Independence Layout,playable_faction,40,6.4515434,7.5144055,,,,
n_8753071772,Tinas Beauty Saloon,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4587426,7.5167417,,,,
n_8753077539,Chazen Ice Cream Depot,food,Food,B,new_haven,New Haven,unclaimed,48,6.4580439,7.5150138,,,,
n_8753077540,Roka Drinks & Food Items Plaza,food,Food,B,new_haven,New Haven,unclaimed,48,6.4576624,7.5158232,,,,
n_8753078699,49 Chime new Haven,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4585827,7.5152836,,,,
n_8753078859,Gratitude Collections,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4582656,7.5162124,,,,
n_8753079021,Reen's Exclusive,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4572241,7.5144689,,,,
n_8753079442,Foxxymobile DJ,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4578867,7.5150683,,,,
n_8753085721,The Platinum Ice Co.,food,Food,B,new_haven,New Haven,unclaimed,48,6.4580697,7.5151046,,,,
n_8753085800,Bella Belle Couture,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4582192,7.5159919,,,,
n_8753087407,God's and Glory Pharmacy Ltd,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4582398,7.5175096,,,,
n_8753090066,Cardinal Digital Studios,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4587786,7.5165108,,,,
n_8753093843,Feel at Home,food,Food,B,new_haven,New Haven,unclaimed,48,6.4587374,7.5170997,,,,
n_8753093933,Chicke ibeabuchi & Co,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4585363,7.5151383,,,,
n_8753094064,Belwin Memorial Clinic,hospital,Hospital,B,new_haven,New Haven,unclaimed,24,6.4584693,7.5148166,,,,
n_8753096260,Vision Dta-Techs,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4586833,7.5158881,,,,
n_8753097390,$u Magazine,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4585468,7.5215748,,,,
n_8753098260,RCCG Living Spring Parish,worship,Worship,B,new_haven,New Haven,unclaimed,30,6.4587013,7.5160204,,,,
n_8753104511,Amblinn Labs and Services,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4581883,7.5173202,,,,
n_8753108971,Household of Jewellery,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4581084,7.5166794,,,,
n_8753109668,Dress me,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4586704,7.5167365,,,,
n_8753109673,Masculine,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.458223,7.5171891,,,,
n_8753110630,Scripture Union(Nig) Asata Zonal Office,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.458227,7.5162928,,,,
n_8753115200,Debby Fabrics,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.457665,7.5177613,,,,
n_8753115900,Oven and Batter Bakery Studio,food,Food,B,new_haven,New Haven,unclaimed,48,6.4582063,7.5171905,,,,
n_8753126186,Stylish Mum & Kids Outlet,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4585982,7.5173332,,,,
n_8753126187,Crownpoint Pharmacy & Stores Ltd,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4586523,7.51807,,,,
n_8753126649,Friendly Supermarket,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4581367,7.5177094,,,,
n_8753127421,JB-Jem Fashion and Accessories,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4587301,7.5163788,,,,
n_8753133590,Epi Talent Fashion Designer,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4586755,7.516791,,,,
n_8753136858,Ksley Mega Lottery,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4581238,7.5171931,,,,
n_8753138574,Chilovet Couture,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4581032,7.5175382,,,,
n_8753140270,Chibros Driving School,school,School,B,new_haven,New Haven,unclaimed,24,6.4587168,7.5172346,,,,
n_8753140359,Mama Ejima 3,food,Food,B,new_haven,New Haven,unclaimed,48,6.4591215,7.517245,,,,
n_8753140569,Eastern Shop Corner Shop,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.458196,7.5182309,,,,
n_8753142269,Victoria Kol,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4581986,7.5184981,,,,
n_8753146759,Whyteboynation,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.458624,7.5190481,,,,
n_8753147365,Jenicristal Collections,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4577655,7.5174058,,,,
n_8753147374,Nwanyi Achi Special Abacha & Beer,food,Food,B,new_haven,New Haven,unclaimed,48,6.4587065,7.5182957,,,,
n_8753149700,Zeeda Couture,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4587065,7.5179014,,,,
n_8753150397,RCCG.David Generation Chruch,worship,Worship,B,new_haven,New Haven,unclaimed,30,6.4585569,7.5212171,,,,
n_8753150412,Movin Star Supermarket,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.458508,7.5231681,,,,
n_8753151380,Faith Durham Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4580053,7.5206956,,,,
n_8753154011,Medicine Store,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4576314,7.5193543,,,,
n_8753159219,Clara Collection,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4581801,7.5185035,,,,
n_8753159224,Chuks Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.457982,7.5185318,,,,
n_8753159225,Mother and Child,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4579672,7.5188803,,,,
n_8753159711,Chitis Hot Bread,food,Food,B,new_haven,New Haven,unclaimed,48,6.4580542,7.5191623,,,,
n_8753159794,Tradeoptions Technologies,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4586884,7.5175485,,,,
n_8753160049,Assemblies of god church chimes avenue,worship,Worship,B,new_haven,New Haven,unclaimed,30,6.4579279,7.5197175,,,,
n_8753161978,Splendid Place,food,Food,B,new_haven,New Haven,unclaimed,48,6.4582141,7.5183736,,,,
n_8753173688,Kedi Healthcare Nig Ltd,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4586162,7.5209758,,,,
n_8753173952,Clean Habit Dry Cleaners,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4586111,7.5188535,,,,
n_8753174686,Philip Electronic House,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.458062,7.5196085,,,,
n_8753177652,Artitude Arts and Interiors,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4586462,7.5183401,,,,
n_8753184302,Snod Ice Cream,food,Food,B,new_haven,New Haven,unclaimed,48,6.45742,7.5190481,,,,
n_8753184509,Philinda Fashion World,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4576477,7.5192671,,,,
n_8753185033,Dilinma Fashion Home,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4586059,7.5200963,,,,
n_8753186571,H2N.Hair Hub Naturelle Beauty salons,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4579099,7.519279,,,,
n_8753186885,Makisblau,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4592427,7.5187238,,,,
n_8753187761,Denis Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4581213,7.5200859,,,,
n_8753187762,Avikhol Company Limites,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4576134,7.5201897,,,,
n_8753188125,Cleon Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4580413,7.5210614,,,,
n_8753193039,Paus Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4578583,7.5206463,,,,
n_8753193040,Nigus PHarmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4579872,7.521147,,,,
n_8753193968,Upper Mbanefo Street Garage 3,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4590493,7.5208331,,,,
n_8753196386,Lafta Lounge,food,Food,B,new_haven,New Haven,unclaimed,48,6.4588302,7.5218787,,,,
n_8753200401,Eze & Chris Auto Klinic Nig,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4585415,7.5207034,,,,
n_8753201263,Upper Mbanefo Street Mechanic Garage 2,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4590132,7.5211574,,,,
n_8753202319,Firstmonie Agent - EHIRIM,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4588538,7.5207428,,,,
n_8753209633,Arik air Office,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4585801,7.5207138,,,,
n_8753209649,D-Grace Textiles,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4590213,7.5196902,,,,
n_8753209654,Discovery Kitchen,food,Food,B,new_haven,New Haven,unclaimed,48,6.4572783,7.5233757,,,,
n_8753211712,First Opinion Medical Laboratory,hospital,Hospital,B,new_haven,New Haven,unclaimed,24,6.4586291,7.5230021,,,,
n_8753211932,The Apostolic Church,worship,Worship,B,new_haven,New Haven,unclaimed,30,6.458574349999999,7.5236442,,,,
n_8753212073,Mount Carmel Hospital and Mortuary,hospital,Hospital,B,new_haven,New Haven,unclaimed,24,6.4585466,7.5217282,,,,
n_8753212234,Mount Carmel Maternity,hospital,Hospital,B,new_haven,New Haven,unclaimed,24,6.4586549,7.5217464,,,,
n_8753214767,Melody Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4587219,7.5213572,,,,
n_8753214832,Gross Security and Technology,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4585312,7.521422,,,,
n_8753215728,Execellent Projects and Technology Company,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4586053,7.5210161,,,,
n_8753218929,Upper Mbanefo Street Mechanic Garage 4,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4591267,7.5203557,,,,
n_8753220981,Mama paul's Restaurant,food,Food,B,new_haven,New Haven,unclaimed,48,6.4588663,7.5210329,,,,
n_8753227879,Akalaka House,mall,Mall,B,new_haven,New Haven,unclaimed,54,6.4585337,7.5229865,,,,
n_8753230454,Favour Water,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4572602,7.5231318,,,,
n_8753232879,Donald Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4579073,7.5227374,,,,
n_8753233096,Dex Records,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4586162,7.5231136,,,,
n_8753235812,Dominic Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4588431,7.523482,,,,
n_8753243439,Chukwuemeka Investment Nig,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4578094,7.5224582,,,,
n_8753246552,Supernatural Family,worship,Worship,B,new_haven,New Haven,unclaimed,30,6.4575489,7.5221303,,,,
n_8753246687,Discovery Plaza,mall,Mall,B,new_haven,New Haven,unclaimed,54,6.4577077,7.5236002,,,,
n_8753251536,Daisy life,food,Food,B,new_haven,New Haven,unclaimed,48,6.4577062,7.5245665,,,,
n_8753251611,Nagode Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4581176,7.5319446,,,,
n_8753252234,Twzee World,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4573726,7.5237166,,,,
n_8753260897,Zeez Garden,food,Food,B,new_haven,New Haven,unclaimed,48,6.4579485,7.524442,,,,
n_8753265106,Kesandra Hotel & Suites,hotel,Hotel,B,new_haven,New Haven,unclaimed,36,6.4578428,7.5266447,,,,
n_8753272032,Party Pluz,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4585849,7.5259617,,,,
n_8753272033,Planet Food Restaurant and Bar,food,Food,B,new_haven,New Haven,unclaimed,48,6.4578119,7.527135,,,,
n_8753275114,"IELTS, TOEFL, PTE, GRE, SAT CENTER IN ENUGU",school,School,B,new_haven,New Haven,unclaimed,24,6.4583997,7.5251217,,,,
n_8753279876,New Haven Primary School,school,School,B,new_haven,New Haven,unclaimed,24,6.4571571,7.5252151,,,,
n_8753287719,Cabrini Bar,food,Food,B,new_haven,New Haven,unclaimed,48,6.4586369,7.5256795,,,,
n_8753293779,Johnson Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4567884,7.5230254,,,,
n_8753295007,Nipco Filling Station,civic,Civic,B,new_haven,New Haven,unclaimed,36,6.4579795,7.525389,,,,
n_8753296442,Sleplendid Furniture,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.458062,7.5282117,,,,
n_8753296507,Queen's Super Stores,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4576418,7.5284556,,,,
n_8753305181,Reigning King Mega Parish,worship,Worship,B,new_haven,New Haven,unclaimed,30,6.4587761,7.525184,,,,
n_8753305929,Elmpucker Intl,shop,Shop,B,new_haven,New Haven,unclaimed,42,6.4586139,7.5254241,,,,
n_8753305974,Alex Pharmacy,pharmacy,Pharmacy,B,new_haven,New Haven,unclaimed,36,6.4579743,7.5264708,,,,
